#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCND1	GRB2	9606.ENSP00000227507	9606.ENSP00000376345	0	0	0	0	0.074	0	0	0.646	0.658
CCND1	LRP5	9606.ENSP00000227507	9606.ENSP00000294304	0	0	0	0	0.107	0	0	0.633	0.659
CCND1	IGF1R	9606.ENSP00000227507	9606.ENSP00000497069	0	0	0	0	0.072	0	0	0.665	0.676
CCND1	ESR2	9606.ENSP00000227507	9606.ENSP00000343925	0	0	0	0	0.055	0	0	0.675	0.679
CCND1	FGF19	9606.ENSP00000227507	9606.ENSP00000294312	0	0	0	0	0.077	0	0	0.671	0.683
CCND1	WNT3A	9606.ENSP00000227507	9606.ENSP00000284523	0	0	0	0	0	0	0	0.694	0.694
CCND1	PIK3CA	9606.ENSP00000227507	9606.ENSP00000263967	0	0	0	0	0	0	0	0.704	0.704
CCND1	AKT2	9606.ENSP00000227507	9606.ENSP00000375892	0	0	0	0	0.081	0	0	0.705	0.717
CCND1	EGF	9606.ENSP00000227507	9606.ENSP00000265171	0	0	0	0	0	0	0	0.731	0.731
CCND1	JAG1	9606.ENSP00000227507	9606.ENSP00000254958	0	0	0	0	0.101	0	0	0.725	0.742
CCND1	MAPK3	9606.ENSP00000227507	9606.ENSP00000263025	0	0	0	0	0.060	0	0	0.739	0.744
CCND1	HRAS	9606.ENSP00000227507	9606.ENSP00000407586	0	0	0	0	0.077	0.071	0	0.728	0.747
CCND1	KIT	9606.ENSP00000227507	9606.ENSP00000288135	0	0	0	0	0.069	0	0	0.742	0.749
CCND1	MAP2K1	9606.ENSP00000227507	9606.ENSP00000302486	0	0	0	0	0.059	0	0	0.746	0.751
CCND1	AXIN2	9606.ENSP00000227507	9606.ENSP00000302625	0	0	0	0	0.058	0	0	0.770	0.774
CCND1	NCOA1	9606.ENSP00000227507	9606.ENSP00000385216	0	0	0	0	0	0.292	0	0.694	0.774
CCND1	AXIN1	9606.ENSP00000227507	9606.ENSP00000262320	0	0	0	0	0.058	0	0	0.775	0.779
CCND1	NCOA3	9606.ENSP00000227507	9606.ENSP00000361066	0	0	0	0	0.042	0.292	0	0.715	0.790
CCND1	NRAS	9606.ENSP00000227507	9606.ENSP00000358548	0	0	0	0	0.058	0.071	0	0.780	0.791
CCND1	MTOR	9606.ENSP00000227507	9606.ENSP00000354558	0	0	0	0	0	0	0	0.802	0.802
CCND1	TCF7L2	9606.ENSP00000227507	9606.ENSP00000486891	0	0	0	0	0.063	0.292	0.500	0.522	0.820
CCND1	PGR	9606.ENSP00000227507	9606.ENSP00000325120	0	0	0	0	0.055	0.516	0	0.666	0.834
CCND1	KRAS	9606.ENSP00000227507	9606.ENSP00000256078	0	0	0	0	0.058	0.101	0	0.821	0.835
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.141	0.106	0	0.809	0.841
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0.070	0	0	0.850	0.855
CCND1	BRCA2	9606.ENSP00000227507	9606.ENSP00000369497	0	0	0	0	0	0.510	0	0.727	0.861
CCND1	BRAF	9606.ENSP00000227507	9606.ENSP00000419060	0	0	0	0	0	0	0	0.864	0.864
CCND1	E2F2	9606.ENSP00000227507	9606.ENSP00000355249	0	0	0	0	0	0.068	0.500	0.746	0.871
CCND1	E2F3	9606.ENSP00000227507	9606.ENSP00000262904	0	0	0	0	0	0.068	0.500	0.764	0.880
CCND1	NOTCH1	9606.ENSP00000227507	9606.ENSP00000498587	0	0	0	0	0.103	0	0.500	0.800	0.902
CCND1	ERBB2	9606.ENSP00000227507	9606.ENSP00000269571	0	0	0	0	0.084	0.301	0	0.862	0.904
CCND1	JUN	9606.ENSP00000227507	9606.ENSP00000360266	0	0	0	0	0.042	0.292	0.500	0.790	0.919
CCND1	BRCA1	9606.ENSP00000227507	9606.ENSP00000418960	0	0	0	0	0	0.510	0	0.848	0.922
CCND1	AKT1	9606.ENSP00000227507	9606.ENSP00000451828	0	0	0	0	0.088	0	0	0.919	0.923
CCND1	LEF1	9606.ENSP00000227507	9606.ENSP00000265165	0	0	0	0	0.074	0	0.500	0.861	0.930
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.062	0.068	0.500	0.876	0.938
CCND1	FOS	9606.ENSP00000227507	9606.ENSP00000306245	0	0	0	0	0.055	0.469	0.500	0.799	0.942
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.928	0.946
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000478887	0	0	0	0	0.067	0	0.400	0.950	0.969
CCND1	CTNNB1	9606.ENSP00000227507	9606.ENSP00000495360	0	0	0	0	0.073	0.300	0.500	0.926	0.972
CCND1	GSK3B	9606.ENSP00000227507	9606.ENSP00000324806	0	0	0	0	0	0.409	0.900	0.803	0.987
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0.069	0.625	0.750	0.971	0.997
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0	0.932	0.900	0.831	0.998
CCND1	CDK4	9606.ENSP00000227507	9606.ENSP00000257904	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CCND1	CDK6	9606.ENSP00000227507	9606.ENSP00000265734	0	0	0	0	0.112	0.995	0.900	0.998	0.999
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CDK4	CCND1	9606.ENSP00000257904	9606.ENSP00000227507	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CDK4	KRAS	9606.ENSP00000257904	9606.ENSP00000256078	0	0	0	0	0.067	0.195	0	0.684	0.743
CDK4	NOTCH2	9606.ENSP00000257904	9606.ENSP00000256646	0	0	0	0	0.055	0.092	0	0.365	0.408
CDK4	BRAF	9606.ENSP00000257904	9606.ENSP00000419060	0	0	0	0.610	0	0.098	0	0.385	0.422
CDK4	MAP2K1	9606.ENSP00000257904	9606.ENSP00000302486	0	0	0.124	0.643	0.106	0.091	0	0.285	0.424
CDK4	BAX	9606.ENSP00000257904	9606.ENSP00000293288	0	0	0	0	0.065	0	0	0.412	0.427
CDK4	GADD45A	9606.ENSP00000257904	9606.ENSP00000360025	0	0	0	0	0	0	0	0.447	0.447
CDK4	PIK3R1	9606.ENSP00000257904	9606.ENSP00000428056	0	0	0	0	0.042	0	0	0.448	0.448
CDK4	IGF1	9606.ENSP00000257904	9606.ENSP00000376637	0	0	0	0	0	0	0	0.448	0.448
CDK4	FGF2	9606.ENSP00000257904	9606.ENSP00000264498	0	0	0	0	0	0.052	0	0.448	0.455
CDK4	FOS	9606.ENSP00000257904	9606.ENSP00000306245	0	0	0	0	0.051	0.079	0	0.451	0.478
CDK4	GRB2	9606.ENSP00000257904	9606.ENSP00000376345	0	0	0	0	0.108	0	0	0.497	0.532
CDK4	ERBB2	9606.ENSP00000257904	9606.ENSP00000269571	0	0	0	0.594	0	0.315	0	0.350	0.536
CDK4	SP1	9606.ENSP00000257904	9606.ENSP00000329357	0	0	0	0	0.066	0.328	0	0.329	0.543
CDK4	NOTCH1	9606.ENSP00000257904	9606.ENSP00000498587	0	0	0	0	0.055	0.092	0	0.531	0.563
CDK4	PGR	9606.ENSP00000257904	9606.ENSP00000325120	0	0	0	0	0	0.045	0	0.577	0.578
CDK4	PIK3CB	9606.ENSP00000257904	9606.ENSP00000501150	0	0	0	0	0	0	0	0.581	0.581
CDK4	EGF	9606.ENSP00000257904	9606.ENSP00000265171	0	0	0	0	0	0	0	0.602	0.602
CDK4	IGF1R	9606.ENSP00000257904	9606.ENSP00000497069	0	0	0	0.600	0	0.270	0	0.489	0.611
CDK4	MTOR	9606.ENSP00000257904	9606.ENSP00000354558	0	0	0	0	0.055	0.068	0	0.628	0.644
CDK4	HRAS	9606.ENSP00000257904	9606.ENSP00000407586	0	0	0	0	0.081	0.190	0	0.599	0.676
CDK4	AKT1	9606.ENSP00000257904	9606.ENSP00000451828	0	0	0.112	0.601	0.068	0.231	0	0.572	0.691
CDK4	PIK3CA	9606.ENSP00000257904	9606.ENSP00000263967	0	0	0	0	0	0	0	0.709	0.709
CDK4	ESR1	9606.ENSP00000257904	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.717	0.718
CDK4	JUN	9606.ENSP00000257904	9606.ENSP00000360266	0	0	0	0	0	0.188	0	0.716	0.759
CDK4	CTNNB1	9606.ENSP00000257904	9606.ENSP00000495360	0	0	0	0	0.044	0.086	0	0.784	0.795
CDK4	E2F2	9606.ENSP00000257904	9606.ENSP00000355249	0	0	0	0	0.042	0.091	0.500	0.606	0.805
CDK4	GSK3B	9606.ENSP00000257904	9606.ENSP00000324806	0	0	0	0.727	0.044	0.098	0.750	0.202	0.805
CDK4	E2F3	9606.ENSP00000257904	9606.ENSP00000262904	0	0	0	0	0.049	0.091	0.500	0.614	0.811
CDK4	NRAS	9606.ENSP00000257904	9606.ENSP00000358548	0	0	0	0	0.119	0.191	0	0.771	0.822
CDK4	PTEN	9606.ENSP00000257904	9606.ENSP00000361021	0	0	0	0	0.078	0.236	0	0.824	0.865
CDK4	BRCA2	9606.ENSP00000257904	9606.ENSP00000369497	0	0	0	0	0.059	0.046	0.800	0.720	0.943
CDK4	E2F1	9606.ENSP00000257904	9606.ENSP00000345571	0	0	0	0	0.110	0.091	0.500	0.908	0.958
CDK4	MYC	9606.ENSP00000257904	9606.ENSP00000478887	0	0	0	0	0.100	0.642	0	0.904	0.966
CDK4	TP53	9606.ENSP00000257904	9606.ENSP00000269305	0	0	0	0	0.117	0.554	0	0.922	0.966
CDK4	BRCA1	9606.ENSP00000257904	9606.ENSP00000418960	0	0	0	0	0.127	0.625	0.800	0.633	0.972
CDK4	RB1	9606.ENSP00000257904	9606.ENSP00000267163	0	0	0	0	0.077	0.994	0.900	0.984	0.999
CDK4	CDKN1A	9606.ENSP00000257904	9606.ENSP00000384849	0	0	0	0	0.103	0.999	0.900	0.998	0.999
CDK4	CDK6	9606.ENSP00000257904	9606.ENSP00000265734	0	0	0.055	0.970	0.072	0.720	0.900	0.983	0.999
CDK6	CCND1	9606.ENSP00000265734	9606.ENSP00000227507	0	0	0	0	0.112	0.995	0.900	0.998	0.999
CDK6	JAG1	9606.ENSP00000265734	9606.ENSP00000254958	0	0	0	0	0.069	0.092	0	0.347	0.400
CDK6	KRAS	9606.ENSP00000265734	9606.ENSP00000256078	0	0	0	0	0.067	0.095	0	0.603	0.636
CDK6	NOTCH2	9606.ENSP00000265734	9606.ENSP00000256646	0	0	0	0	0.075	0.092	0	0.405	0.457
CDK6	CDK4	9606.ENSP00000265734	9606.ENSP00000257904	0	0	0.055	0.970	0.072	0.720	0.900	0.983	0.999
CDK6	E2F3	9606.ENSP00000265734	9606.ENSP00000262904	0	0	0	0	0.067	0.091	0.500	0.650	0.832
CDK6	PIK3CA	9606.ENSP00000265734	9606.ENSP00000263967	0	0	0	0	0	0	0	0.596	0.596
CDK6	EGF	9606.ENSP00000265734	9606.ENSP00000265171	0	0	0	0	0	0	0	0.462	0.462
CDK6	FOS	9606.ENSP00000265734	9606.ENSP00000306245	0	0	0	0	0.051	0.079	0	0.374	0.405
CDK6	PIK3R1	9606.ENSP00000265734	9606.ENSP00000428056	0	0	0	0	0.044	0	0	0.434	0.435
CDK6	AKT1	9606.ENSP00000265734	9606.ENSP00000451828	0	0	0	0.603	0.042	0.228	0	0.307	0.443
CDK6	BRCA2	9606.ENSP00000265734	9606.ENSP00000369497	0	0	0	0	0.062	0.046	0	0.476	0.490
CDK6	MTOR	9606.ENSP00000265734	9606.ENSP00000354558	0	0	0	0	0.055	0.068	0	0.475	0.497
CDK6	PIK3CB	9606.ENSP00000265734	9606.ENSP00000501150	0	0	0	0	0.042	0	0	0.515	0.516
CDK6	AXIN2	9606.ENSP00000265734	9606.ENSP00000302625	0	0	0	0	0.054	0	0	0.529	0.535
CDK6	NRAS	9606.ENSP00000265734	9606.ENSP00000358548	0	0	0	0	0.108	0.095	0	0.503	0.564
CDK6	BRCA1	9606.ENSP00000265734	9606.ENSP00000418960	0	0	0	0	0.159	0	0	0.519	0.578
CDK6	NOTCH1	9606.ENSP00000265734	9606.ENSP00000498587	0	0	0	0	0.071	0.092	0	0.539	0.578
CDK6	ESR1	9606.ENSP00000265734	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.584	0.585
CDK6	GADD45A	9606.ENSP00000265734	9606.ENSP00000360025	0	0	0	0	0.057	0	0	0.606	0.612
CDK6	HRAS	9606.ENSP00000265734	9606.ENSP00000407586	0	0	0	0	0.067	0.095	0	0.641	0.670
CDK6	CTNNB1	9606.ENSP00000265734	9606.ENSP00000495360	0	0	0	0	0.042	0.415	0	0.593	0.752
CDK6	E2F2	9606.ENSP00000265734	9606.ENSP00000355249	0	0	0	0	0.044	0.091	0.500	0.545	0.776
CDK6	JUN	9606.ENSP00000265734	9606.ENSP00000360266	0	0	0	0	0.042	0.188	0	0.748	0.787
CDK6	MYC	9606.ENSP00000265734	9606.ENSP00000478887	0	0	0	0	0.097	0.242	0	0.716	0.788
CDK6	PTEN	9606.ENSP00000265734	9606.ENSP00000361021	0	0	0	0	0.078	0.126	0	0.773	0.801
CDK6	TP53	9606.ENSP00000265734	9606.ENSP00000269305	0	0	0	0	0.063	0.179	0	0.771	0.808
CDK6	E2F1	9606.ENSP00000265734	9606.ENSP00000345571	0	0	0	0	0.075	0.091	0.500	0.856	0.931
CDK6	RB1	9606.ENSP00000265734	9606.ENSP00000267163	0	0	0	0	0.095	0.871	0.900	0.840	0.997
CDK6	CDKN1A	9606.ENSP00000265734	9606.ENSP00000384849	0	0	0	0	0.087	0.994	0.900	0.994	0.999
CDKN1A	GADD45B	9606.ENSP00000384849	9606.ENSP00000215631	0	0	0	0	0.215	0.046	0	0.703	0.758
CDKN1A	MAPK1	9606.ENSP00000384849	9606.ENSP00000215832	0	0	0	0	0	0	0	0.732	0.732
CDKN1A	RPS6KB1	9606.ENSP00000384849	9606.ENSP00000225577	0	0	0	0	0	0	0	0.475	0.475
CDKN1A	CCND1	9606.ENSP00000384849	9606.ENSP00000227507	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CDKN1A	GADD45G	9606.ENSP00000384849	9606.ENSP00000252506	0	0	0	0	0.088	0.513	0	0.439	0.729
CDKN1A	JAG1	9606.ENSP00000384849	9606.ENSP00000254958	0	0	0	0	0.083	0.045	0	0.427	0.454
CDKN1A	KRAS	9606.ENSP00000384849	9606.ENSP00000256078	0	0	0	0	0.055	0.053	0	0.568	0.579
CDKN1A	NOTCH2	9606.ENSP00000384849	9606.ENSP00000256646	0	0	0	0	0.073	0.045	0	0.581	0.597
CDKN1A	DDB2	9606.ENSP00000384849	9606.ENSP00000256996	0	0	0	0	0.065	0.292	0	0.587	0.702
CDKN1A	CDK4	9606.ENSP00000384849	9606.ENSP00000257904	0	0	0	0	0.103	0.999	0.900	0.998	0.999
CDKN1A	E2F3	9606.ENSP00000384849	9606.ENSP00000262904	0	0	0	0	0	0	0.500	0.550	0.765
CDKN1A	MAPK3	9606.ENSP00000384849	9606.ENSP00000263025	0	0	0	0	0.044	0	0	0.606	0.608
CDKN1A	NOTCH3	9606.ENSP00000384849	9606.ENSP00000263388	0	0	0	0	0.061	0.045	0	0.384	0.400
CDKN1A	PIK3CA	9606.ENSP00000384849	9606.ENSP00000263967	0	0	0	0	0	0	0	0.445	0.445
CDKN1A	FGF2	9606.ENSP00000384849	9606.ENSP00000264498	0	0	0	0	0.042	0	0	0.446	0.446
CDKN1A	EGF	9606.ENSP00000384849	9606.ENSP00000265171	0	0	0	0	0	0	0	0.570	0.570
CDKN1A	CDK6	9606.ENSP00000384849	9606.ENSP00000265734	0	0	0	0	0.087	0.994	0.900	0.994	0.999
CDKN1A	RB1	9606.ENSP00000384849	9606.ENSP00000267163	0	0	0	0	0	0.332	0.500	0.658	0.876
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.925	0.900	0.960	0.999
CDKN1A	ERBB2	9606.ENSP00000384849	9606.ENSP00000269571	0	0	0	0	0	0	0	0.588	0.588
CDKN1A	EGFR	9606.ENSP00000384849	9606.ENSP00000275493	0	0	0	0	0.061	0	0	0.746	0.752
CDKN1A	KIT	9606.ENSP00000384849	9606.ENSP00000288135	0	0	0	0	0.067	0	0	0.419	0.434
CDKN1A	BAX	9606.ENSP00000384849	9606.ENSP00000293288	0	0	0	0	0.111	0	0	0.466	0.505
CDKN1A	MAP2K1	9606.ENSP00000384849	9606.ENSP00000302486	0	0	0	0	0.054	0	0	0.447	0.454
CDKN1A	FOS	9606.ENSP00000384849	9606.ENSP00000306245	0	0	0	0	0.126	0	0	0.729	0.753
CDKN1A	GSK3B	9606.ENSP00000384849	9606.ENSP00000324806	0	0	0	0	0.042	0.047	0	0.525	0.529
CDKN1A	PGR	9606.ENSP00000384849	9606.ENSP00000325120	0	0	0	0	0	0.292	0	0.397	0.555
CDKN1A	SP1	9606.ENSP00000384849	9606.ENSP00000329357	0	0	0	0	0.065	0.294	0	0.463	0.615
CDKN1A	E2F1	9606.ENSP00000384849	9606.ENSP00000345571	0	0	0	0	0	0.226	0.500	0.947	0.977
CDKN1A	MTOR	9606.ENSP00000384849	9606.ENSP00000354558	0	0	0	0	0	0	0	0.521	0.521
CDKN1A	E2F2	9606.ENSP00000384849	9606.ENSP00000355249	0	0	0	0	0	0	0.500	0.575	0.778
CDKN1A	NRAS	9606.ENSP00000384849	9606.ENSP00000358548	0	0	0	0	0.055	0.053	0	0.453	0.468
CDKN1A	NFKB2	9606.ENSP00000384849	9606.ENSP00000358983	0	0	0	0	0.135	0.049	0	0.464	0.520
CDKN1A	GADD45A	9606.ENSP00000384849	9606.ENSP00000360025	0	0	0	0	0.163	0.625	0	0.926	0.974
CDKN1A	JUN	9606.ENSP00000384849	9606.ENSP00000360266	0	0	0	0	0.122	0.510	0	0.639	0.831
CDKN1A	PTEN	9606.ENSP00000384849	9606.ENSP00000361021	0	0	0	0	0	0	0	0.792	0.792
CDKN1A	BAK1	9606.ENSP00000384849	9606.ENSP00000363591	0	0	0	0	0.106	0	0	0.393	0.435
CDKN1A	BRCA2	9606.ENSP00000384849	9606.ENSP00000369497	0	0	0	0	0	0	0	0.635	0.635
CDKN1A	AKT2	9606.ENSP00000384849	9606.ENSP00000375892	0	0	0	0	0	0.296	0.900	0.415	0.955
CDKN1A	IGF1	9606.ENSP00000384849	9606.ENSP00000376637	0	0	0	0	0	0	0	0.506	0.506
CDKN1A	PIK3CB	9606.ENSP00000384849	9606.ENSP00000501150	0	0	0	0	0	0	0	0.432	0.432
CDKN1A	FGF1	9606.ENSP00000384849	9606.ENSP00000480791	0	0	0	0	0	0	0	0.482	0.482
CDKN1A	BRAF	9606.ENSP00000384849	9606.ENSP00000419060	0	0	0	0	0	0.047	0	0.505	0.508
CDKN1A	IGF1R	9606.ENSP00000384849	9606.ENSP00000497069	0	0	0	0	0.058	0.069	0	0.487	0.510
CDKN1A	PIK3R1	9606.ENSP00000384849	9606.ENSP00000428056	0	0	0	0	0	0	0.400	0.321	0.575
CDKN1A	CTNNB1	9606.ENSP00000384849	9606.ENSP00000495360	0	0	0	0	0.043	0	0	0.624	0.625
CDKN1A	HRAS	9606.ENSP00000384849	9606.ENSP00000407586	0	0	0	0	0.072	0.053	0	0.660	0.675
CDKN1A	NOTCH1	9606.ENSP00000384849	9606.ENSP00000498587	0	0	0	0	0.044	0.045	0	0.678	0.680
CDKN1A	BRCA1	9606.ENSP00000384849	9606.ENSP00000418960	0	0	0	0	0	0.292	0	0.742	0.809
CDKN1A	ESR1	9606.ENSP00000384849	9606.ENSP00000405330	0	0	0	0	0	0.625	0	0.597	0.842
CDKN1A	AKT3	9606.ENSP00000384849	9606.ENSP00000500582	0	0	0	0	0	0.047	0.900	0.520	0.950
CDKN1A	MYC	9606.ENSP00000384849	9606.ENSP00000478887	0	0	0	0	0.105	0.320	0.500	0.945	0.981
CDKN1A	AKT1	9606.ENSP00000384849	9606.ENSP00000451828	0	0	0	0	0	0.776	0.900	0.833	0.995
CSNK1A1L	APC	9606.ENSP00000369126	9606.ENSP00000257430	0	0	0	0	0	0	0.900	0.065	0.902
CSNK1A1L	AXIN1	9606.ENSP00000369126	9606.ENSP00000262320	0	0	0	0	0	0.138	0.900	0.341	0.938
CSNK1A1L	AXIN2	9606.ENSP00000369126	9606.ENSP00000302625	0	0	0	0	0	0.138	0.900	0.475	0.950
CSNK1A1L	GSK3B	9606.ENSP00000369126	9606.ENSP00000324806	0	0	0	0	0.055	0.077	0.900	0.375	0.938
CSNK1A1L	APC2	9606.ENSP00000369126	9606.ENSP00000442954	0	0	0	0	0	0	0.900	0.221	0.918
CSNK1A1L	CTNNB1	9606.ENSP00000369126	9606.ENSP00000495360	0	0	0	0	0.070	0.140	0.900	0.206	0.928
CTNNB1	DVL2	9606.ENSP00000495360	9606.ENSP00000005340	0	0	0	0	0.051	0.368	0.500	0.795	0.930
CTNNB1	FGF4	9606.ENSP00000495360	9606.ENSP00000168712	0	0	0	0	0	0	0	0.669	0.669
CTNNB1	FGF20	9606.ENSP00000495360	9606.ENSP00000180166	0	0	0	0	0	0	0	0.684	0.684
CTNNB1	FGF22	9606.ENSP00000495360	9606.ENSP00000215530	0	0	0	0	0	0	0	0.662	0.662
CTNNB1	MAPK1	9606.ENSP00000495360	9606.ENSP00000215832	0	0	0	0	0.117	0	0	0.713	0.736
CTNNB1	WNT16	9606.ENSP00000495360	9606.ENSP00000222462	0	0	0	0	0	0.137	0	0.762	0.785
CTNNB1	WNT3	9606.ENSP00000495360	9606.ENSP00000225512	0	0	0	0	0	0.137	0.720	0.778	0.941
CTNNB1	RPS6KB1	9606.ENSP00000495360	9606.ENSP00000225577	0	0	0	0	0.044	0	0	0.589	0.591
CTNNB1	CCND1	9606.ENSP00000495360	9606.ENSP00000227507	0	0	0	0	0.073	0.300	0.500	0.926	0.972
CTNNB1	FGF6	9606.ENSP00000495360	9606.ENSP00000228837	0	0	0	0	0	0	0	0.647	0.647
CTNNB1	FZD10	9606.ENSP00000495360	9606.ENSP00000229030	0	0	0	0	0	0.065	0	0.724	0.731
CTNNB1	HES1	9606.ENSP00000495360	9606.ENSP00000232424	0	0	0	0	0.049	0	0	0.395	0.400
CTNNB1	WNT6	9606.ENSP00000495360	9606.ENSP00000233948	0	0	0	0	0	0.137	0	0.649	0.684
CTNNB1	FGF23	9606.ENSP00000495360	9606.ENSP00000237837	0	0	0	0	0	0	0	0.455	0.455
CTNNB1	FZD3	9606.ENSP00000495360	9606.ENSP00000240093	0	0	0	0	0.049	0.065	0	0.758	0.766
CTNNB1	DLL4	9606.ENSP00000495360	9606.ENSP00000249749	0	0	0	0	0.056	0.098	0	0.691	0.713
CTNNB1	JAG1	9606.ENSP00000495360	9606.ENSP00000254958	0	0	0	0	0.081	0.098	0	0.774	0.796
CTNNB1	KRAS	9606.ENSP00000495360	9606.ENSP00000256078	0	0	0	0	0.077	0.197	0	0.857	0.885
CTNNB1	NOTCH2	9606.ENSP00000495360	9606.ENSP00000256646	0	0	0	0	0.105	0.098	0	0.598	0.647
CTNNB1	APC	9606.ENSP00000495360	9606.ENSP00000257430	0	0	0	0	0.099	0.999	0.900	0.996	0.999
CTNNB1	CDK4	9606.ENSP00000495360	9606.ENSP00000257904	0	0	0	0	0.044	0.086	0	0.784	0.795
CTNNB1	WNT10A	9606.ENSP00000495360	9606.ENSP00000258411	0	0	0	0	0	0.113	0	0.663	0.689
CTNNB1	LRP6	9606.ENSP00000495360	9606.ENSP00000261349	0	0	0	0	0	0.532	0.720	0.948	0.992
CTNNB1	FLT4	9606.ENSP00000495360	9606.ENSP00000261937	0	0	0	0	0.095	0	0	0.398	0.431
CTNNB1	AXIN1	9606.ENSP00000495360	9606.ENSP00000262320	0	0	0	0	0.057	0.982	0.900	0.999	0.999
CTNNB1	PIK3R3	9606.ENSP00000495360	9606.ENSP00000262741	0	0	0	0	0	0.050	0	0.534	0.538
CTNNB1	E2F3	9606.ENSP00000495360	9606.ENSP00000262904	0	0	0	0	0	0.101	0	0.423	0.460
CTNNB1	MAP2K2	9606.ENSP00000495360	9606.ENSP00000262948	0	0	0	0	0.093	0.091	0	0.750	0.776
CTNNB1	MAPK3	9606.ENSP00000495360	9606.ENSP00000263025	0	0	0	0	0.091	0	0	0.866	0.873
CTNNB1	NOTCH3	9606.ENSP00000495360	9606.ENSP00000263388	0	0	0	0	0.081	0.098	0	0.559	0.603
CTNNB1	PIK3CA	9606.ENSP00000495360	9606.ENSP00000263967	0	0	0	0	0.049	0.130	0	0.890	0.901
CTNNB1	FGF2	9606.ENSP00000495360	9606.ENSP00000264498	0	0	0	0	0	0	0	0.718	0.718
CTNNB1	WNT5A	9606.ENSP00000495360	9606.ENSP00000264634	0	0	0	0	0.058	0.137	0	0.851	0.869
CTNNB1	FGF10	9606.ENSP00000495360	9606.ENSP00000264664	0	0	0	0	0	0	0	0.686	0.686
CTNNB1	LEF1	9606.ENSP00000495360	9606.ENSP00000265165	0	0	0	0	0	0.996	0.900	0.999	0.999
CTNNB1	EGF	9606.ENSP00000495360	9606.ENSP00000265171	0	0	0	0	0	0.065	0	0.864	0.868
CTNNB1	WNT2	9606.ENSP00000495360	9606.ENSP00000265441	0	0	0	0	0	0.137	0.540	0.753	0.893
CTNNB1	CDK6	9606.ENSP00000495360	9606.ENSP00000265734	0	0	0	0	0.042	0.415	0	0.593	0.752
CTNNB1	RB1	9606.ENSP00000495360	9606.ENSP00000267163	0	0	0	0	0.061	0.067	0	0.448	0.474
CTNNB1	FGF7	9606.ENSP00000495360	9606.ENSP00000267843	0	0	0	0	0.042	0	0	0.683	0.683
CTNNB1	TP53	9606.ENSP00000495360	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.927	0.927
CTNNB1	ERBB2	9606.ENSP00000495360	9606.ENSP00000269571	0	0	0	0	0	0.662	0.900	0.954	0.998
CTNNB1	WNT9A	9606.ENSP00000495360	9606.ENSP00000272164	0	0	0	0	0	0.113	0	0.742	0.761
CTNNB1	FGF18	9606.ENSP00000495360	9606.ENSP00000274625	0	0	0	0	0	0	0	0.686	0.686
CTNNB1	EGFR	9606.ENSP00000495360	9606.ENSP00000275493	0	0	0	0	0.064	0.718	0.900	0.940	0.998
CTNNB1	TCF7L1	9606.ENSP00000495360	9606.ENSP00000282111	0	0	0	0	0	0.808	0.900	0.963	0.999
CTNNB1	WNT3A	9606.ENSP00000495360	9606.ENSP00000284523	0	0	0	0	0	0.137	0.500	0.949	0.976
CTNNB1	WNT7A	9606.ENSP00000495360	9606.ENSP00000285018	0	0	0	0	0	0.137	0	0.740	0.766
CTNNB1	FZD7	9606.ENSP00000495360	9606.ENSP00000286201	0	0	0	0	0.044	0.065	0	0.802	0.808
CTNNB1	FZD1	9606.ENSP00000495360	9606.ENSP00000287934	0	0	0	0	0.042	0.065	0.540	0.815	0.913
CTNNB1	KIT	9606.ENSP00000495360	9606.ENSP00000288135	0	0	0	0	0.100	0	0	0.667	0.687
CTNNB1	WNT9B	9606.ENSP00000495360	9606.ENSP00000290015	0	0	0	0	0	0.113	0	0.599	0.629
CTNNB1	WNT4	9606.ENSP00000495360	9606.ENSP00000290167	0	0	0	0	0	0.137	0	0.872	0.885
CTNNB1	BAX	9606.ENSP00000495360	9606.ENSP00000293288	0	0	0	0	0.063	0	0	0.397	0.411
CTNNB1	WNT1	9606.ENSP00000495360	9606.ENSP00000293549	0	0	0	0	0	0.137	0.500	0.944	0.973
